HOLE_ID,FROM,TO,AU_GPT,AG_GPT,AS_PPM
CH01281,2.74,3.21,5.027,67.02,
CH01281,3.21,3.68,12.419,129.15,
CH01281,3.68,4.15,8.92,88.81,
CH01281,4.15,4.68,29.591,667.65,
CH01281,4.68,5.22,37.092,1348.14,
CH01281,5.22,5.75,21.882,217.87,
CH01281,5.75,6.01,1.5,16.37,
CH01282,0.0,1.35,1.381,23.87,
CH01282,1.35,1.95,46.408,699.97,
CH01282,1.95,2.55,17.744,379.06,
CH01282,2.55,3.12,40.317,1121.59,
CH01282,3.12,3.68,3.522,32.86,
CH01282,3.68,4.25,18.17,503.46,
CH01282,4.25,4.8,16.258,185.99,
CH01282,4.8,5.93,1.22,10.25,
CH01283,0.0,0.3,0.433,4.17,
CH01283,0.3,0.74,1.858,17.12,
CH01283,0.74,1.18,16.523,307.62,
CH01283,1.18,1.61,10.803,87.64,
CH01283,1.61,2.05,6.187,77.57,
CH01283,2.05,2.56,17.582,322.37,
CH01283,2.56,3.07,30.716,562.32,
CH01283,3.07,3.58,8.198,94.04,
CH01283,3.58,4.09,6.653,87.28,
CH01283,4.09,4.6,8.915,51.23,
CH01283,4.6,5.38,1.775,31.79,
CH01283,5.38,6.15,6.168,81.05,
CH01283,6.15,6.59,0.006,0.31,
CH01284,0.0,0.45,2.848,30.76,
CH01284,0.45,1.4,0.33,3.98,
CH01284,1.4,1.91,2.744,24.05,
CH01284,1.91,2.41,4.658,84.41,
CH01284,2.41,2.92,25.871,425.9,
CH01284,2.92,3.43,40.898,1189.49,
CH01284,3.43,3.94,28.981,660.13,
CH01284,3.94,4.44,60.644,1377.48,
CH01284,4.44,4.95,16.674,266.29,
CH01284,4.95,5.72,3.563,86.22,
CH01284,5.72,6.5,0.282,2.37,
CH01284,6.5,6.96,0.005,0.46,
CH01285,0.0,1.2,0.258,2.85,
CH01285,1.2,1.69,46.15,458.16,
CH01285,1.69,2.19,6.852,24.54,
CH01285,2.19,2.68,29.982,657.62,
CH01285,2.68,3.17,12.806,719.31,
CH01285,3.17,3.66,27.359,464.56,
CH01285,3.66,4.16,75.149,1619.86,
CH01285,4.16,4.65,17.927,594.6,
CH01285,4.65,5.43,4.885,77.76,
CH01285,5.43,6.2,0.138,1.0,
CH01285,6.2,6.9,0.009,0.35,
CH01286,0.0,1.35,4.02,72.92,
CH01286,1.35,1.82,4.475,87.6,
CH01286,1.82,2.29,20.741,275.68,
CH01286,2.29,2.76,18.043,403.04,
CH01286,2.76,3.24,43.391,966.58,
CH01286,3.24,3.71,5.853,100.44,
CH01286,3.71,4.18,17.047,284.06,
CH01286,4.18,4.65,14.92,245.64,
CH01286,4.65,5.43,3.046,50.0,
CH01286,5.43,6.2,0.498,15.65,
CH01286,6.2,6.26,0.014,0.2,
CH01287,0.0,1.4,0.262,3.73,
CH01287,1.4,1.91,46.509,1908.59,
CH01287,1.91,2.42,14.403,321.41,
CH01287,2.42,2.92,17.622,112.29,
CH01287,2.92,3.43,9.501,81.1,
CH01287,3.43,3.94,55.819,4011.0,
CH01287,3.94,4.45,26.132,395.47,
CH01287,4.45,5.77,0.583,17.94,
CH01288,0.0,1.2,0.309,2.17,
CH01288,1.2,1.67,5.827,128.15,
CH01288,1.67,2.13,2.129,17.48,
CH01288,2.13,2.6,8.541,213.91,
CH01288,2.6,3.07,26.593,1033.94,
CH01288,3.07,3.53,33.283,728.57,
CH01288,3.53,4.0,67.249,813.96,
CH01288,4.0,4.78,1.35,16.48,
CH01288,4.78,5.55,0.787,7.0,
CH01288,5.55,5.62,0.081,0.91,
CH01289,0.0,1.2,1.91,62.82,
CH01289,1.2,1.71,0.988,9.03,
CH01289,1.71,2.22,203.123,12006.98,
CH01289,2.22,2.73,21.275,816.35,
CH01289,2.73,3.24,24.41,615.93,
CH01289,3.24,3.75,39.378,1077.07,
CH01289,3.75,4.53,0.993,16.89,
CH01289,4.53,5.3,0.277,1.48,
CH01289,5.3,5.85,0.019,0.77,
CH01290,0.0,1.25,0.323,8.5,
CH01290,1.25,1.71,3.05,60.47,
CH01290,1.71,2.17,5.447,65.91,
CH01290,2.17,2.63,18.26,361.49,
CH01290,2.63,3.09,42.544,1301.46,
CH01290,3.09,3.55,11.271,438.23,
CH01290,3.55,4.77,0.709,5.51,
CH01291,0.0,0.15,0.022,0.94,
CH01291,0.15,0.93,0.14,1.93,
CH01291,0.93,1.7,2.913,40.61,
CH01291,1.7,2.21,4.288,42.06,
CH01291,2.21,2.72,39.566,1190.55,
CH01291,2.72,3.24,52.947,1155.94,
CH01291,3.24,3.75,9.001,88.9,
CH01291,3.75,4.77,0.343,8.14,
CH01292,0.0,0.2,0.021,0.91,
CH01292,0.2,0.98,3.158,95.49,
CH01292,0.98,1.75,0.894,26.17,
CH01292,1.75,2.22,41.296,616.06,
CH01292,2.22,2.7,36.209,953.1,
CH01292,2.7,3.18,8.686,141.51,
CH01292,3.18,3.65,4.427,27.46,
CH01292,3.65,4.53,0.373,6.72,
CH01293,0.0,0.15,0.029,2.46,
CH01293,0.15,0.93,0.257,4.96,
CH01293,0.93,1.7,2.048,32.77,
CH01293,1.7,2.27,194.209,4774.3,
CH01293,2.27,2.83,15.689,363.74,
CH01293,2.83,3.4,21.142,190.93,
CH01293,3.4,4.43,0.261,2.53,
CH01294,0.0,0.15,0.005,0.8,
CH01294,0.15,0.93,0.902,16.82,
CH01294,0.93,1.7,2.061,18.63,
CH01294,1.7,2.22,8.777,111.19,
CH01294,2.22,2.73,42.637,548.48,
CH01294,2.73,3.25,4.405,34.61,
CH01294,3.25,4.03,0.628,5.58,
CH01294,4.03,4.8,0.124,0.31,
CH01294,4.8,5.49,0.021,0.48,
CH01295,0.0,1.25,1.082,22.77,
CH01295,1.25,1.75,13.136,227.91,
CH01295,1.75,2.25,15.431,286.55,
CH01295,2.25,2.75,11.001,170.92,
CH01295,2.75,4.18,1.924,19.4,
CH01296,0.0,0.95,1.981,30.9,
CH01296,0.95,1.43,13.814,156.99,
CH01296,1.43,1.92,24.317,334.01,
CH01296,1.92,2.4,22.98,107.98,
CH01296,2.4,3.18,9.502,176.27,
CH01296,3.18,3.95,0.511,1.85,
CH01296,3.95,4.68,0.033,1.04,
CH01297,0.0,0.78,20.121,928.22,
CH01297,0.78,1.55,19.938,481.43,
CH01297,1.55,2.02,17.658,443.98,
CH01297,2.02,2.48,34.241,396.55,
CH01297,2.48,2.95,47.291,389.74,
CH01297,2.95,3.72,0.825,6.7,
CH01297,3.72,4.5,0.472,2.07,
CH01297,4.5,5.34,0.067,0.59,
CH01298,0.0,0.95,0.49,2.75,
CH01298,0.95,1.43,15.823,206.14,
CH01298,1.43,1.92,4.665,36.0,
CH01298,1.92,2.4,173.174,5056.75,
CH01298,2.4,3.15,2.0,33.39,
CH01298,3.15,3.9,0.905,2.51,
CH01298,3.9,4.12,0.074,1.33,
CH01299,0.0,0.75,41.782,1641.52,
CH01299,0.75,1.5,3.352,54.78,
CH01299,1.5,2.0,18.07,195.9,
CH01299,2.0,2.5,97.243,3164.36,
CH01299,2.5,3.0,61.77,963.03,
CH01299,3.0,3.75,5.72,81.64,
CH01299,3.75,4.5,5.373,93.63,
CH01299,4.5,5.39,0.031,0.18,
CH01300,0.0,1.1,8.701,100.86,
CH01300,1.1,1.62,24.292,413.57,
CH01300,1.62,2.13,61.215,1060.55,
CH01300,2.13,2.65,61.689,1955.01,
CH01300,2.65,3.4,4.066,23.84,
CH01300,3.4,4.15,1.236,22.56,
CH01300,4.15,5.0,0.007,0.08,
CH01301,0.0,0.95,1.972,22.21,
CH01301,0.95,1.5,114.618,1595.68,
CH01301,1.5,2.05,74.255,1091.14,
CH01301,2.05,2.6,278.861,12168.08,
CH01301,2.6,3.38,40.7,2372.84,
CH01301,3.38,4.15,0.632,3.58,
CH01301,4.15,4.72,0.009,0.05,
CH01302,0.0,0.35,0.013,0.95,
CH01302,0.35,1.1,0.701,5.41,
CH01302,1.1,1.85,2.678,42.21,
CH01302,1.85,2.3,5.816,34.98,
CH01302,2.3,2.75,52.6,1457.47,
CH01302,2.75,3.2,130.278,4457.07,
CH01302,3.2,3.65,624.871,20118.13,
CH01302,3.65,4.55,2.514,56.58,
CH01303,0.0,1.2,9.108,180.5,
CH01303,1.2,1.69,0.551,1.62,
CH01303,1.69,2.18,7.025,74.8,
CH01303,2.18,2.66,85.592,1811.96,
CH01303,2.66,3.15,113.542,6228.7,
CH01303,3.15,3.9,7.605,135.76,
CH01303,3.9,4.65,0.198,3.78,
CH01303,4.65,5.81,0.05,0.74,
CH01304,0.0,0.1,0.025,1.64,
CH01304,0.1,0.88,2.78,32.26,
CH01304,0.88,1.65,1.209,22.43,
CH01304,1.65,2.16,2.075,33.05,
CH01304,2.16,2.68,11.434,181.34,
CH01304,2.68,3.19,41.789,730.52,
CH01304,3.19,3.7,368.411,32811.27,
CH01304,3.7,4.45,1.321,14.97,
CH01304,4.45,5.2,1.022,15.46,
CH01304,5.2,5.59,0.026,0.58,
CH01305,0.0,0.05,0.046,2.61,
CH01305,0.05,0.8,0.506,12.33,
CH01305,0.8,1.55,1.469,37.87,
CH01305,1.55,2.11,6.337,87.1,
CH01305,2.11,2.68,1.383,9.39,
CH01305,2.68,3.24,24.591,210.84,
CH01305,3.24,3.8,69.886,2071.49,
CH01305,3.8,4.55,0.645,9.97,
CH01305,4.55,5.3,4.954,100.21,
CH01305,5.3,6.08,0.029,1.54,
CH01306,0.0,0.35,0.018,1.53,
CH01306,0.35,1.1,0.691,17.86,
CH01306,1.1,1.85,0.826,19.87,
CH01306,1.85,2.34,19.547,571.9,
CH01306,2.34,2.83,17.44,498.06,
CH01306,2.83,3.32,22.174,771.67,
CH01306,3.32,3.81,6.35,108.93,
CH01306,3.81,4.3,49.818,1714.61,
CH01306,4.3,5.05,2.236,83.8,
CH01306,5.05,5.8,0.725,12.84,
CH01306,5.8,6.09,0.008,0.77,
CH01307,0.0,0.75,0.112,1.21,
CH01307,0.75,1.5,2.075,24.13,
CH01307,1.5,2.02,9.887,242.45,
CH01307,2.02,2.54,56.988,1258.95,
CH01307,2.54,3.06,3.692,51.57,
CH01307,3.06,3.58,75.262,2091.74,
CH01307,3.58,4.1,280.532,21111.48,
CH01307,4.1,5.55,1.591,40.63,
CH01308,0.0,0.3,0.062,2.88,
CH01308,0.3,1.08,0.312,4.26,
CH01308,1.08,1.85,0.441,5.02,
CH01308,1.85,2.32,1.71,23.87,
CH01308,2.32,2.78,7.735,68.49,
CH01308,2.78,3.25,6.728,188.99,
CH01308,3.25,3.72,2.862,73.21,
CH01308,3.72,4.18,19.918,610.65,
CH01308,4.18,4.65,13.054,289.87,
CH01308,4.65,5.4,1.141,33.74,
CH01308,5.4,6.15,0.797,16.62,
CH01308,6.15,6.71,0.017,0.97,
CH01309,0.0,1.15,0.348,1.65,
CH01309,1.15,1.64,6.508,82.56,
CH01309,1.64,2.13,2.587,58.78,
CH01309,2.13,2.62,19.482,397.53,
CH01309,2.62,3.12,7.222,166.27,
CH01309,3.12,3.61,22.354,311.15,
CH01309,3.61,4.1,7.388,56.56,
CH01309,4.1,4.85,2.245,64.32,
CH01309,4.85,5.6,0.438,7.11,
CH01309,5.6,6.29,0.01,0.62,
CH01310,0.0,0.3,0.189,5.61,
CH01310,0.3,1.05,1.209,13.86,
CH01310,1.05,1.8,1.675,11.98,
CH01310,1.8,2.33,6.457,54.58,
CH01310,2.33,2.85,53.025,1276.49,
CH01310,2.85,3.38,7.565,55.43,
CH01310,3.38,3.9,38.438,863.17,
CH01310,3.9,4.42,16.321,215.21,
CH01310,4.42,4.95,21.07,204.78,
CH01310,4.95,5.72,0.084,1.61,
CH01310,5.72,6.5,0.872,33.01,
CH01310,6.5,6.55,0.013,2.86,
CH01311,0.0,0.95,2.492,38.19,
CH01311,0.95,1.49,20.203,305.91,
CH01311,1.49,2.03,25.938,774.11,
CH01311,2.03,2.58,9.356,83.9,
CH01311,2.58,3.12,7.555,129.49,
CH01311,3.12,3.66,12.205,115.82,
CH01311,3.66,4.2,23.614,203.22,
CH01311,4.2,4.95,0.195,6.48,
CH01311,4.95,5.7,0.173,5.79,
CH01311,5.7,6.64,0.005,1.3,
CH01312,0.0,1.35,1.289,26.75,
CH01312,1.35,1.83,23.154,173.11,
CH01312,1.83,2.31,3.479,23.89,
CH01312,2.31,2.79,2.876,36.15,
CH01312,2.79,3.26,27.661,277.14,
CH01312,3.26,3.74,12.099,77.27,
CH01312,3.74,4.22,31.807,454.59,
CH01312,4.22,4.7,15.807,231.0,
CH01312,4.7,5.45,0.878,11.39,
CH01312,5.45,6.2,0.052,1.15,
CH01312,6.2,6.36,0.005,1.36,
CH01313,0.0,1.4,1.107,11.97,
CH01313,1.4,1.89,26.823,268.41,
CH01313,1.89,2.37,7.152,55.93,
CH01313,2.37,2.86,5.573,53.46,
CH01313,2.86,3.34,9.452,81.33,
CH01313,3.34,3.83,8.897,81.36,
CH01313,3.83,4.31,1.619,11.61,
CH01313,4.31,4.8,29.478,633.37,
CH01313,4.8,5.55,1.082,15.8,
CH01313,5.55,6.3,0.159,2.29,
CH01313,6.3,6.92,0.005,1.27,
CH01314,0.0,1.45,0.31,1.58,
CH01314,1.45,1.93,36.54,594.23,
CH01314,1.93,2.41,21.268,153.64,
CH01314,2.41,2.89,3.482,26.49,
CH01314,2.89,3.36,2.659,9.46,
CH01314,3.36,3.84,4.235,25.61,
CH01314,3.84,4.32,32.36,416.81,
CH01314,4.32,4.8,2.025,18.24,
CH01314,4.8,6.01,0.613,4.05,
CH01315,0.0,0.9,0.416,2.95,
CH01315,0.9,1.36,11.746,62.38,
CH01315,1.36,1.83,7.379,40.22,
CH01315,1.83,2.29,1.22,4.88,
CH01315,2.29,2.76,14.829,122.14,
CH01315,2.76,3.22,13.396,33.17,
CH01315,3.22,3.69,3.458,25.91,
CH01315,3.69,4.15,3.933,12.28,
CH01315,4.15,4.9,0.194,2.35,
CH01315,4.9,5.65,0.239,2.13,
CH01315,5.65,6.41,0.005,0.63,
CH01315,6.41,7.18,0.005,0.45,
CH01316,0.0,0.78,0.252,2.89,
CH01316,0.78,1.55,3.265,41.64,
CH01316,1.55,2.07,37.151,917.52,
CH01316,2.07,2.58,3.15,17.55,
CH01316,2.58,3.1,9.045,48.58,
CH01316,3.1,3.62,2.943,10.99,
CH01316,3.62,4.13,7.016,21.87,
CH01316,4.13,4.65,8.735,25.53,
CH01316,4.65,5.4,0.197,2.37,
CH01316,5.4,6.15,0.213,0.73,
CH01316,6.15,6.2,0.016,0.35,
CH01317,0.0,0.3,0.023,0.68,
CH01317,0.3,1.05,0.48,3.3,
CH01317,1.05,1.8,1.958,12.76,
CH01317,1.8,2.28,7.4,62.99,
CH01317,2.28,2.77,9.873,86.92,
CH01317,2.77,3.25,16.465,210.97,
CH01317,3.25,3.73,7.441,70.07,
CH01317,3.73,4.22,5.1,8.5,
CH01317,4.22,4.7,6.792,96.6,
CH01317,4.7,5.42,0.955,3.93,
CH01318,0.0,1.35,0.246,0.75,
CH01318,1.35,1.88,12.497,78.24,
CH01318,1.88,2.41,16.209,280.53,
CH01318,2.41,2.94,22.785,299.37,
CH01318,2.94,3.47,2.258,10.32,
CH01318,3.47,4.0,1.454,2.3,
CH01318,4.0,4.78,1.64,10.65,
CH01318,4.78,5.55,0.325,2.23,
CH01318,5.55,6.6,0.021,0.88,
CH01319,0.0,1.3,1.135,7.64,
CH01319,1.3,1.78,9.331,92.38,
CH01319,1.78,2.26,2.93,9.0,
CH01319,2.26,2.74,0.666,2.57,
CH01319,2.74,3.22,2.442,7.34,
CH01319,3.22,3.7,5.091,24.15,
CH01319,3.7,4.45,0.108,0.3,
CH01319,4.45,5.2,0.901,8.91,
CH01319,5.2,6.23,0.024,0.96,
CH01320,0.0,1.25,0.029,0.28,
CH01320,1.25,1.78,5.446,69.23,
CH01320,1.78,2.3,3.443,52.9,
CH01320,2.3,2.82,3.144,21.03,
CH01320,2.82,3.35,3.805,49.86,
CH01320,3.35,4.1,0.122,0.55,
CH01320,4.1,4.85,0.22,1.62,
CH01320,4.85,5.17,0.064,0.72,
CH01321,0.0,0.95,3.531,30.85,
CH01321,0.95,1.41,16.79,198.87,
CH01321,1.41,1.88,19.08,311.71,
CH01321,1.88,2.34,1.856,8.08,
CH01321,2.34,2.8,4.242,54.84,
CH01321,2.8,4.3,0.28,2.7,
CH01321,4.3,4.77,0.016,0.1,
CH01322,0.0,1.4,0.155,0.85,
CH01322,1.4,1.92,11.103,81.0,
CH01322,1.92,2.43,12.305,172.9,
CH01322,2.43,2.95,19.333,546.71,
CH01322,2.95,3.7,1.674,26.03,
CH01322,3.7,4.45,0.746,2.91,
CH01322,4.45,5.25,0.015,0.14,
CH01323,0.0,1.4,0.063,0.41,
CH01323,1.4,1.85,6.311,37.04,
CH01323,1.85,2.3,17.193,265.79,
CH01323,2.3,2.75,109.541,2763.99,
CH01323,2.75,3.5,0.882,7.13,
CH01323,3.5,4.25,0.207,0.52,
CH01323,4.25,4.5,0.012,0.19,
CH01324,0.0,1.4,0.146,0.41,
CH01324,1.4,1.98,3.652,9.13,
CH01324,1.98,2.55,5.439,18.01,
CH01324,2.55,4.05,0.616,2.44,
CH01324,4.05,4.7,0.018,0.41,
CH01325,0.0,0.95,0.048,0.1,
CH01325,0.95,1.42,5.736,28.05,
CH01325,1.42,1.9,3.169,14.92,
CH01325,1.9,2.65,3.737,20.24,
CH01325,2.65,3.4,0.162,0.46,
CH01325,3.4,3.74,0.037,0.31,
CH01326,0.0,0.15,0.005,0.09,
CH01326,0.15,0.9,0.744,3.73,
CH01326,0.9,1.65,0.302,0.76,
CH01326,1.65,2.08,8.558,53.69,
CH01326,2.08,2.5,15.859,72.44,
CH01326,2.5,3.98,2.258,28.45,
CH01327,0.0,1.2,0.542,1.94,
CH01327,1.2,1.9,4.812,32.86,
CH01327,1.9,3.28,2.002,8.0,
CH01328,0.0,1.35,2.213,12.26,
CH01328,1.35,2.0,11.096,68.38,
CH01328,2.0,2.75,1.345,5.17,
CH01328,2.75,3.5,8.207,52.48,
CH01328,3.5,4.04,0.033,0.37,
CH01329,0.0,0.05,0.151,1.27,
CH01329,0.05,0.8,1.148,5.92,
CH01329,0.8,1.55,0.356,1.23,
CH01329,1.55,2.15,13.431,88.85,
CH01329,2.15,3.4,1.259,3.89,
CH01330,0.0,1.3,0.5,1.92,
CH01330,1.3,1.85,22.623,183.76,
CH01330,1.85,2.6,0.685,2.56,
CH01330,2.6,3.35,0.957,2.61,
CH01330,3.35,3.93,0.04,0.14,
CH01331,0.0,0.75,0.347,3.16,
CH01331,0.75,1.5,1.442,15.05,
CH01331,1.5,1.95,5.163,24.13,
CH01331,1.95,3.02,2.171,8.95,
CH01332,0.0,1.35,0.466,3.94,
CH01332,1.35,1.85,0.975,3.32,
CH01332,1.85,2.6,2.28,9.35,
CH01332,2.6,3.35,1.025,4.52,
CH01332,3.35,4.17,0.039,0.27,
CH01333,0.0,0.2,0.024,0.23,
CH01333,0.2,0.95,1.598,17.25,
CH01333,0.95,1.7,1.34,11.97,
CH01333,1.7,2.2,2.94,19.5,
CH01333,2.2,3.21,2.452,13.93,
CH01334,0.0,0.3,0.017,0.41,
CH01334,0.3,1.05,0.311,1.09,
CH01334,1.05,1.8,0.203,0.89,
CH01334,1.8,2.3,4.171,59.31,
CH01334,2.3,3.48,2.589,14.62,
CH01335,0.0,1.25,0.177,1.19,
CH01335,1.25,1.75,12.16,128.8,
CH01335,1.75,2.5,0.238,0.87,
CH01335,2.5,3.25,0.438,2.51,
CH01335,3.25,4.19,0.061,1.15,
CH01336,0.0,0.3,0.035,0.46,
CH01336,0.3,1.05,0.442,4.21,
CH01336,1.05,1.8,0.267,4.16,
CH01336,1.8,2.3,10.297,120.08,
CH01336,2.3,3.73,3.825,40.94,
CH01337,0.0,1.15,0.295,2.85,
CH01337,1.15,1.7,2.388,9.84,
CH01337,1.7,2.45,1.939,17.53,
CH01337,2.45,3.2,0.334,1.37,
CH01337,3.2,3.65,0.008,0.28,
CH01338,0.0,0.1,0.028,0.33,
CH01338,0.1,0.88,0.899,10.25,
CH01338,0.88,1.65,0.415,4.21,
CH01338,1.65,2.3,0.752,4.49,
CH01338,2.3,3.12,0.366,3.5,
CH01339,0.0,1.3,0.322,1.86,
CH01339,1.3,2.0,5.47,120.14,
CH01339,2.0,2.75,0.083,0.75,
CH01339,2.75,3.5,0.084,0.88,
CH01339,3.5,4.09,0.005,0.09,
CH01340,0.0,1.1,0.222,1.55,
CH01340,1.1,1.5,8.85,181.64,
CH01340,1.5,1.9,7.853,80.59,
CH01340,1.9,2.65,0.359,3.86,
CH01340,2.65,3.4,0.294,3.02,
CH01340,3.4,4.18,0.008,0.43,
CH01341,0.0,1.25,0.028,0.63,
CH01341,1.25,1.72,2.235,15.21,
CH01341,1.72,2.2,0.909,8.74,
CH01341,2.2,2.95,0.225,1.94,
CH01341,2.95,3.7,0.219,1.36,
CH01341,3.7,4.25,0.005,0.65,
CH01342,0.0,0.75,0.316,2.07,
CH01342,0.75,1.5,0.212,1.42,
CH01342,1.5,2.08,5.115,58.04,
CH01342,2.08,2.65,12.804,128.32,
CH01342,2.65,4.08,0.788,11.16,
CH01343,0.0,0.1,0.008,0.57,
CH01343,0.1,0.85,0.311,1.73,
CH01343,0.85,1.6,0.427,7.49,
CH01343,1.6,2.08,1.229,4.27,
CH01343,2.08,2.57,0.633,1.9,
CH01343,2.57,3.05,7.621,66.83,
CH01343,3.05,4.19,0.21,3.08,
CH01344,0.0,1.45,0.172,1.05,
CH01344,1.45,2.02,0.446,3.71,
CH01344,2.02,2.58,0.307,1.06,
CH01344,2.58,3.15,0.918,5.33,
CH01344,3.15,3.9,0.252,8.92,
CH01344,3.9,4.65,0.043,1.08,
CH01344,4.65,5.24,0.01,0.44,
CH01345,0.0,1.1,0.112,0.83,
CH01345,1.1,1.61,0.423,2.3,
CH01345,1.61,2.12,0.753,4.96,
CH01345,2.12,2.64,0.33,2.86,
CH01345,2.64,3.15,0.067,0.18,
CH01345,3.15,3.9,0.427,6.67,
CH01345,3.9,4.65,0.344,18.07,
CH01345,4.65,5.58,0.005,0.65,
CH01346,0.0,0.1,0.072,1.64,
CH01346,0.1,0.85,0.434,2.77,
CH01346,0.85,1.6,0.265,1.16,
CH01346,1.6,2.09,0.936,6.76,
CH01346,2.09,2.58,0.251,1.64,
CH01346,2.58,3.07,0.344,2.71,
CH01346,3.07,3.56,0.574,5.26,
CH01346,3.56,4.05,0.231,1.31,
CH01346,4.05,5.15,0.138,1.3,
CH01347,0.0,1.4,0.239,3.79,
CH01347,1.4,1.88,0.161,3.84,
CH01347,1.88,2.37,0.295,0.81,
CH01347,2.37,2.85,1.066,7.31,
CH01347,2.85,3.33,1.123,4.02,
CH01347,3.33,3.82,2.253,19.24,
CH01347,3.82,4.3,0.094,0.73,
CH01347,4.3,5.05,0.108,3.06,
CH01347,5.05,5.8,0.032,0.91,
CH01347,5.8,6.56,0.012,0.68,
CH01348,0.0,0.75,0.319,4.66,
CH01348,0.75,1.5,0.293,2.13,
CH01348,1.5,1.97,1.432,6.84,
CH01348,1.97,2.44,0.246,1.66,
CH01348,2.44,2.91,0.835,7.94,
CH01348,2.91,3.39,2.951,58.6,
CH01348,3.39,3.86,0.17,1.04,
CH01348,3.86,4.33,0.148,1.49,
CH01348,4.33,4.8,0.088,1.57,
CH01348,4.8,6.02,0.026,0.61,
CH01349,0.0,1.0,0.244,3.73,
CH01349,1.0,1.53,1.607,9.74,
CH01349,1.53,2.06,0.283,1.1,
CH01349,2.06,2.59,1.201,8.16,
CH01349,2.59,3.11,0.533,2.65,
CH01349,3.11,3.64,0.93,6.1,
CH01349,3.64,4.17,0.027,2.11,
CH01349,4.17,4.7,0.326,4.94,
CH01349,4.7,5.45,0.051,0.59,
CH01349,5.45,6.2,0.131,7.55,
CH01349,6.2,7.38,0.005,1.79,
CH01350,0.0,1.3,0.11,0.76,
CH01350,1.3,1.8,6.794,70.05,
CH01350,1.8,2.3,0.336,1.63,
CH01350,2.3,2.8,0.086,0.36,
CH01350,2.8,3.3,0.159,1.68,
CH01350,3.3,3.8,0.927,5.8,
CH01350,3.8,4.3,0.131,0.31,
CH01350,4.3,4.8,0.757,8.36,
CH01350,4.8,5.3,0.914,10.73,
CH01350,5.3,6.74,0.202,3.42,
CH01351,0.0,0.75,0.377,4.51,
CH01351,0.75,1.5,0.962,11.94,
CH01351,1.5,2.02,1.704,11.4,
CH01351,2.02,2.54,3.705,24.22,
CH01351,2.54,3.06,2.156,7.24,
CH01351,3.06,3.58,0.977,12.11,
CH01351,3.58,4.09,0.328,1.62,
CH01351,4.09,4.61,1.506,9.53,
CH01351,4.61,5.13,0.956,10.63,
CH01351,5.13,5.65,2.085,16.88,
CH01351,5.65,6.4,0.18,2.76,
CH01351,6.4,7.15,0.039,1.9,
CH01351,7.15,7.22,0.005,5.64,
CH01352,0.0,1.45,0.822,21.02,
CH01352,1.45,1.98,1.787,10.55,
CH01352,1.98,2.5,0.663,3.19,
CH01352,2.5,3.03,0.52,3.4,
CH01352,3.03,3.55,5.186,80.48,
CH01352,3.55,4.08,0.141,0.53,
CH01352,4.08,4.6,2.048,26.49,
CH01352,4.6,5.12,0.793,6.57,
CH01352,5.12,5.65,5.379,93.69,
CH01352,5.65,6.99,0.163,5.35,
CH01353,0.0,1.05,0.438,5.15,
CH01353,1.05,1.56,2.279,30.85,
CH01353,1.56,2.08,0.117,0.65,
CH01353,2.08,2.59,0.436,2.82,
CH01353,2.59,3.1,4.809,124.11,
CH01353,3.1,3.61,0.394,10.18,
CH01353,3.61,4.12,0.311,3.14,
CH01353,4.12,4.64,0.149,1.52,
CH01353,4.64,5.15,0.273,3.0,
CH01353,5.15,5.93,0.109,3.54,
CH01353,5.93,6.7,0.15,4.71,
CH01353,6.7,6.77,0.068,2.65,
CH01354,0.0,1.15,1.97,53.31,
CH01354,1.15,1.64,0.856,5.91,
CH01354,1.64,2.14,0.516,2.68,
CH01354,2.14,2.63,1.352,27.52,
CH01354,2.63,3.12,0.411,2.4,
CH01354,3.12,3.62,0.438,3.93,
CH01354,3.62,4.11,1.31,12.83,
CH01354,4.11,4.61,0.42,5.13,
CH01354,4.61,5.1,2.07,33.26,
CH01354,5.1,5.85,0.086,1.05,
CH01354,5.85,6.6,0.029,1.39,
CH01354,6.6,7.21,0.013,1.74,
CH01355,0.0,0.75,0.169,1.29,
CH01355,0.75,1.5,0.112,0.58,
CH01355,1.5,2.03,1.271,18.78,
CH01355,2.03,2.56,1.709,14.01,
CH01355,2.56,3.09,0.678,6.37,
CH01355,3.09,3.61,0.201,2.16,
CH01355,3.61,4.14,1.748,29.97,
CH01355,4.14,4.67,0.85,7.1,
CH01355,4.67,5.2,2.985,96.32,
CH01355,5.2,6.4,0.069,2.66,
CH01356,0.0,1.25,0.2,0.92,
CH01356,1.25,1.74,1.029,5.69,
CH01356,1.74,2.22,2.379,38.58,
CH01356,2.22,2.71,2.794,36.94,
CH01356,2.71,3.19,2.768,52.22,
CH01356,3.19,3.68,0.497,3.7,
CH01356,3.68,4.16,0.08,0.55,
CH01356,4.16,4.65,0.959,10.62,
CH01356,4.65,5.4,0.042,0.81,
CH01356,5.4,6.15,0.05,0.94,
CH01356,6.15,6.91,0.01,0.82,
CH01357,0.0,0.2,0.014,1.2,
CH01357,0.2,0.95,0.759,9.19,
CH01357,0.95,1.7,0.029,1.02,
CH01357,1.7,2.21,0.174,1.57,
CH01357,2.21,2.72,7.265,179.15,
CH01357,2.72,3.22,0.137,1.25,
CH01357,3.22,3.73,0.045,0.69,
CH01357,3.73,4.24,0.148,1.6,
CH01357,4.24,4.75,0.606,7.63,
CH01357,4.75,6.09,0.391,5.99,
